#Position (bp)	insert size
11759.0	267.375
11798.0	440.44
11837.0	481.3695652173913
11876.0	397.0740740740741
11915.0	435.06060606060606
11954.0	394.8125
11993.0	450.30232558139534
12032.0	433.0
12071.0	392.0625
12110.0	386.6666666666667
12149.0	381.5652173913044
12188.0	453.0
12227.0	433.42424242424244
12266.0	405.8157894736842
12305.0	533.8823529411765
12344.0	418.4375
12383.0	350.27272727272725
12422.0	369.2
12461.0	303.4
12500.0	368.0869565217391
12539.0	430.0
12578.0	458.59090909090907
12617.0	405.6545454545454
12656.0	407.3809523809524
12695.0	365.1111111111111
12734.0	424.3658536585366
12773.0	365.125
12812.0	450.3623188405797
12851.0	401.3333333333333
12890.0	446.6666666666667
12929.0	432.4166666666667
12968.0	440.59420289855075
13007.0	447.55
13046.0	371.0
13085.0	412.2857142857143
13124.0	413.9259259259259
13163.0	415.0
13202.0	319.1111111111111
13241.0	447.0
13280.0	380.375
13319.0	389.25
13358.0	421.5777777777778
13397.0	402.43243243243245
13436.0	438.025
13475.0	454.93333333333334
13514.0	412.8666666666667
13553.0	432.1333333333333
13592.0	412.625
13631.0	421.8863636363636
13670.0	375.5833333333333
13709.0	417.35
13748.0	428.2692307692308
13787.0	381.8888888888889
13826.0	320.3
13865.0	429.09090909090907
13904.0	437.0952380952381
13943.0	420.87692307692305
13982.0	308.75
14021.0	468.57575757575756
14060.0	416.1
14099.0	483.1190476190476
14138.0	459.9852941176471
14177.0	399.0833333333333
14216.0	445.0
14255.0	431.39285714285717
14294.0	398.05263157894734
14333.0	407.76
14372.0	375.975
14411.0	421.4166666666667
14450.0	414.71794871794873
14489.0	371.3421052631579
14528.0	360.1111111111111
14567.0	345.15384615384613
14606.0	382.9189189189189
14645.0	376.40909090909093
14684.0	393.1904761904762
14723.0	272.70588235294116
14762.0	265.0
14801.0	303.38461538461536
14840.0	209.14285714285714
14879.0	202.0
14918.0	190.8
14957.0	170.8
14996.0	126.0
15035.0	113.0
15074.0	95.33333333333333
15113.0	45.333333333333336
15152.0	0.0
15191.0	0.0
15213.0	0.0
