#Position (bp)	mapping quality
11759.0	60.0
11798.0	60.0
11837.0	60.0
11876.0	60.0
11915.0	60.0
11954.0	60.0
11993.0	60.0
12032.0	60.0
12071.0	60.0
12110.0	60.0
12149.0	59.986157572961126
12188.0	60.0
12227.0	60.0
12266.0	60.0
12305.0	60.0
12344.0	60.0
12383.0	60.0
12422.0	59.98930208863984
12461.0	59.961977186311785
12500.0	59.99412706887347
12539.0	60.0
12578.0	60.0
12617.0	60.0
12656.0	60.0
12695.0	60.0
12734.0	60.0
12773.0	60.0
12812.0	60.0
12851.0	60.0
12890.0	55.83521847839028
12929.0	59.76193338944331
12968.0	59.570541639905805
13007.0	59.49555681603328
13046.0	60.0
13085.0	60.0
13124.0	60.0
13163.0	60.0
13202.0	60.0
13241.0	60.0
13280.0	60.0
13319.0	60.0
13358.0	60.0
13397.0	60.0
13436.0	59.98756347808063
13475.0	60.0
13514.0	60.0
13553.0	60.0
13592.0	60.0
13631.0	59.939907550077045
13670.0	59.882745949557375
13709.0	60.0
13748.0	59.93856487549148
13787.0	60.0
13826.0	59.965651415537366
13865.0	60.0
13904.0	60.0
13943.0	60.0
13982.0	59.99325994158616
14021.0	60.0
14060.0	60.0
14099.0	60.0
14138.0	60.0
14177.0	59.99429332318813
14216.0	59.99451904631406
14255.0	60.0
14294.0	60.0
14333.0	60.0
14372.0	60.0
14411.0	60.0
14450.0	60.0
14489.0	60.0
14528.0	60.0
14567.0	59.977445728784886
14606.0	60.0
14645.0	60.0
14684.0	60.0
14723.0	59.992259063346665
14762.0	60.0
14801.0	59.99593395761459
14840.0	59.99435845508462
14879.0	59.99376299376299
14918.0	59.99279645363872
14957.0	60.0
14996.0	60.0
15035.0	59.9878394811512
15074.0	60.0
15113.0	60.0
15152.0	60.0
15191.0	60.0
15213.0	0.0
