#Position (bp)	insert size
12890.0	421.3296703296703
12929.0	465.6949152542373
12968.0	428.9429175475687
13007.0	410.1195652173913
13046.0	407.5625
13085.0	439.2886178861789
13124.0	424.00735294117646
13163.0	445.7456647398844
13202.0	409.57894736842104
13241.0	411.3703703703704
13280.0	394.7310924369748
13319.0	412.56666666666666
13358.0	418.5159574468085
13397.0	463.68444444444447
13436.0	436.90047393364927
13475.0	415.79661016949154
13514.0	399.1744186046512
13553.0	425.0083333333333
13592.0	434.1388888888889
13631.0	427.6839506172839
13670.0	407.33720930232556
13709.0	423.322695035461
13748.0	425.7897435897436
13787.0	434.0
13826.0	409.90384615384613
13865.0	419.6880733944954
13904.0	464.31404958677683
13943.0	455.43506493506493
13982.0	448.32
14021.0	433.26573426573424
14060.0	416.3496932515337
14099.0	435.33093525179856
14138.0	443.0210280373832
14177.0	432.6794258373206
14216.0	425.6350364963504
14255.0	424.1135135135135
14294.0	417.8032786885246
14333.0	425.2130177514793
14372.0	406.9622641509434
14411.0	377.3783783783784
14450.0	389.39263803680984
14489.0	383.35
14528.0	355.5
14567.0	380.35714285714283
14606.0	379.0422535211268
14645.0	362.8433734939759
14684.0	358.10526315789474
14723.0	348.70440251572325
14762.0	328.7164179104478
14801.0	291.84615384615387
14840.0	258.8205128205128
14879.0	226.26470588235293
14918.0	198.5463917525773
14957.0	165.06060606060606
14996.0	125.66666666666667
15035.0	93.36363636363636
15074.0	78.57142857142857
15113.0	52.4
15152.0	30.0
15191.0	0.0
15213.0	0.0
