#Position (bp)	mapping quality
11447.0	60.0
11486.0	59.995840939023545
11525.0	59.996658994728634
11564.0	59.996400806219405
11603.0	59.83926317886953
11642.0	59.998333518497944
11681.0	60.0
11720.0	60.0
11759.0	60.0
11798.0	59.99766913350038
11837.0	60.0
11876.0	59.99884555442249
11915.0	60.0
11954.0	59.99847343184265
11993.0	59.99926370638876
12032.0	59.99922081035723
12071.0	59.998106314198814
12110.0	59.99969213599892
12149.0	59.99880287310455
12188.0	59.997743257983224
12227.0	59.99674820247859
12266.0	59.99623940846054
12305.0	59.99113663417302
12344.0	59.99688796680498
12383.0	59.99694775973391
12422.0	59.99089074891628
12461.0	59.966436126932464
12500.0	60.0
12539.0	59.996760213741744
12578.0	59.98409934761175
12617.0	59.984158635205496
12656.0	59.98973067616218
12695.0	59.994498518831996
12734.0	59.99815203372538
12773.0	60.0
12812.0	60.0
12851.0	59.98676944945602
12890.0	55.595745101919654
12929.0	51.605938907143724
12968.0	59.69814859842301
13007.0	59.652669280884304
13046.0	59.98649004010256
13085.0	59.98982490723562
13124.0	59.9983552631579
13163.0	59.998728436400626
13202.0	59.999761146496816
13241.0	59.97198980141487
13280.0	59.99881055363322
13319.0	59.99868720462104
13358.0	59.998385030907166
13397.0	59.99361553427401
13436.0	59.99452554744526
13475.0	59.9992621322486
13514.0	59.997814266876205
13553.0	59.994656952034
13592.0	59.98258482055305
13631.0	60.0
13670.0	60.0
13709.0	60.0
13748.0	59.99285714285714
13787.0	59.99932891365356
13826.0	59.96810675348598
13865.0	59.995726343530755
13904.0	59.977381470204435
13943.0	59.977972324202206
13982.0	59.98049349783261
14021.0	59.99645494830133
14060.0	60.0
14099.0	59.997484012999266
14138.0	60.0
14177.0	60.0
14216.0	59.99797023004059
14255.0	60.0
14294.0	59.998851234922455
14333.0	59.9988122104763
14372.0	60.0
14411.0	59.99764664352533
14450.0	59.99743441729203
14489.0	59.999780905953884
14528.0	59.992469304229196
14567.0	59.988206228698175
14606.0	59.99710398827294
14645.0	59.99875730085746
14684.0	59.99873401696417
14723.0	59.99744250975043
14762.0	59.99870767640217
14801.0	59.99867628565755
14840.0	60.0
14879.0	60.0
14918.0	59.998171623598246
14957.0	59.99788933056601
14996.0	59.99631653262938
15035.0	60.0
15074.0	60.0
15113.0	60.0
15152.0	60.0
15191.0	60.0
15213.0	0.0
