#Position (bp)	Coverage	Std
7235.0	612.8717948717949	149.8091093050394
7274.0	688.7179487179487	58.89495211489161
7313.0	732.7692307692307	87.14076440170163
7352.0	647.8974358974359	65.05934174826808
7391.0	663.2820512820513	33.58838321770637
7430.0	691.7435897435897	39.5328490479263
7469.0	880.3333333333334	36.66235405873778
7508.0	797.2820512820513	47.63563630470231
7542.0	729.8620689655172	44.51772215878571
7561.5	0.0	0.0
7586.0	0.0	0.0
7625.0	0.0	0.0
7664.0	64.56410256410257	20.23832363585836
7703.0	181.10256410256412	79.9865373287665
7742.0	364.79487179487177	43.60339906769203
7781.0	449.1794871794872	25.299741561465336
7820.0	500.71794871794873	193.74739038771924
7859.0	821.9230769230769	91.49036659390501
7898.0	542.1538461538462	157.98620517513862
7937.0	707.3333333333334	96.26818842465107
7976.0	969.6666666666666	48.9049313228457
8015.0	1052.6666666666667	42.548012096139765
8054.0	1183.3846153846155	61.26696520671643
8093.0	1045.5128205128206	52.008874982285526
8132.0	1210.948717948718	135.68373860959534
8171.0	1418.3846153846155	56.055375551371
8210.0	1284.6153846153845	41.5815540958457
8249.0	1135.2307692307693	148.11464720934507
8288.0	957.025641025641	135.81218177302338
8327.0	1046.076923076923	83.57385801546887
8366.0	1109.025641025641	43.677430656095105
8405.0	1210.128205128205	81.31641269976805
8444.0	1022.3333333333334	91.8069323118508
8483.0	799.3846153846154	33.59372652056478
8522.0	690.2307692307693	36.58183660275618
8561.0	445.20512820512823	86.1734982165154
8600.0	538.1794871794872	57.69326494932327
8639.0	618.7179487179487	170.68804954187698
8678.0	783.3076923076923	95.47062912561644
8717.0	985.4102564102565	52.910180301026465
8756.0	1239.7179487179487	101.82715370061784
8795.0	1229.3333333333333	41.76153303011927
8834.0	1261.051282051282	43.57222121419216
8873.0	3745.153846153846	756.2399225859608
8912.0	1221.7692307692307	767.8084864045668
8951.0	864.3333333333334	87.42542609678905
8990.0	803.974358974359	160.18827064202299
9029.0	954.7692307692307	124.30628013922407
9068.0	667.3589743589744	54.92979201928642
9107.0	599.8205128205128	48.06165911538077
9146.0	849.3076923076923	320.57892343983895
9185.0	1231.974358974359	138.44002681898397
9224.0	1437.8461538461538	96.34247139694806
9263.0	1435.8974358974358	154.45736279982575
9302.0	781.8205128205128	199.31813251362254
9341.0	1112.5384615384614	55.86246847943163
9380.0	1131.2051282051282	44.828447927513054
9419.0	1201.128205128205	31.487075085437723
9458.0	1148.4871794871794	120.42244019518957
9497.0	407.38461538461536	330.9478229849255
9536.0	78.84615384615384	18.0412632453268
9575.0	1081.4102564102564	278.22288611646286
9614.0	1253.948717948718	59.96131231351594
9653.0	1110.2051282051282	28.100552052246265
9692.0	1017.6410256410256	44.89617652614338
9731.0	703.3589743589744	153.44580601833135
9770.0	846.2820512820513	235.23387162348533
9809.0	1011.6410256410256	38.180072665174386
9848.0	1125.6666666666667	104.72038471261934
9887.0	1142.6666666666667	342.6901119386331
9926.0	1131.2051282051282	171.33315873482067
9965.0	1254.7435897435898	54.7537611399825
10004.0	1342.6923076923076	71.41338666434854
10043.0	1201.6923076923076	53.208829034094514
10082.0	900.3589743589744	81.70161470958743
10121.0	833.6410256410256	44.822727751408415
10160.0	872.5384615384615	185.16970733038517
10199.0	1001.1538461538462	53.83926695885288
10238.0	919.7948717948718	60.42138354708226
10277.0	722.1282051282051	76.70539712900258
10316.0	574.6923076923077	79.42082010824798
10355.0	636.2564102564103	127.46744179573344
10394.0	402.8205128205128	81.52992214597177
10433.0	377.3333333333333	161.92321700462912
10472.0	767.2307692307693	39.965690413858454
10511.0	661.8974358974359	60.28202946917981
10550.0	602.8205128205128	33.12486090923908
10589.0	754.8717948717949	133.90103502022353
10628.0	637.1025641025641	26.0605803111495
10667.0	575.2564102564103	30.92132282306481
10706.0	416.0	106.66818909169952
10745.0	31.205128205128204	44.399122190444835
10784.0	0.0	0.0
10823.0	0.0	0.0
10862.0	0.0	0.0
10901.0	0.0	0.0
10938.0	0.0	0.0
10957.5	0.0	0.0
10979.0	19.435897435897434	47.308317694427934
11018.0	308.7692307692308	68.4648515476072
11057.0	502.4102564102564	35.98218932635893
11096.0	652.974358974359	91.76153598964818
11135.0	809.6410256410256	47.686744919585635
11174.0	860.1025641025641	19.293947503203626
11213.0	968.1025641025641	57.219550182405996
11252.0	1158.5128205128206	63.60172550473374
11291.0	1278.871794871795	67.84408974126265
11330.0	1312.3333333333333	36.096380953618436
11369.0	1244.3333333333333	45.52288801617551
11408.0	1145.051282051282	71.65497817622997
11447.0	1147.6153846153845	94.06271775679649
11486.0	1109.7179487179487	68.6804193347711
11525.0	1381.4358974358975	57.868108217894914
11564.0	1424.820512820513	63.23683606805052
11603.0	1158.128205128205	282.891072631073
11642.0	923.1794871794872	81.8131078457763
11681.0	925.3589743589744	32.19173329144838
11720.0	1096.4871794871794	60.71011405620975
11759.0	1235.7948717948718	65.25354887686755
11798.0	1320.076923076923	95.26602429311035
11837.0	1278.5897435897436	80.37492273793019
11876.0	1332.6410256410256	49.94509806290058
11915.0	1422.871794871795	74.25009712503409
11954.0	1310.128205128205	52.078835703241694
11993.0	1358.1538461538462	67.20500591855308
12032.0	1283.3846153846155	48.220380838450886
12071.0	1340.4871794871794	71.22265557157178
12110.0	1332.5897435897436	80.81111246255674
12149.0	1285.128205128205	28.287897203667182
12188.0	1363.4358974358975	73.03652054508933
12227.0	1419.3333333333333	64.11728036205015
12266.0	1615.948717948718	68.9040581589286
12305.0	1594.0	64.16045590988274
12344.0	1433.6410256410256	78.24239129060253
12383.0	1310.5128205128206	64.92678322146605
12422.0	1283.5641025641025	49.110028220260254
12461.0	1008.4102564102565	237.9366970327859
12500.0	1112.4871794871794	45.95454833659559
12539.0	1218.820512820513	71.64048418568231
12578.0	1222.3333333333333	54.200955616515714
12617.0	1388.7692307692307	84.01007265615388
12656.0	1303.3589743589744	55.62373594069352
12695.0	1454.1538461538462	71.88915969777004
12734.0	1332.025641025641	69.38539711879767
12773.0	971.2564102564103	135.57777595658285
12812.0	843.6153846153846	51.73155561312527
12851.0	938.0	266.4015669469586
12890.0	1295.6410256410256	311.8415113565355
12929.0	1264.1538461538462	411.9636217447188
12968.0	1476.3589743589744	119.6874133861911
13007.0	830.4358974358975	234.36373220777782
13046.0	780.0512820512821	23.7135685491107
13085.0	884.5128205128206	51.828613026060474
13124.0	1122.4615384615386	72.87432103743228
13163.0	1209.8974358974358	55.61543781250845
13202.0	1288.2051282051282	80.6318000511414
13241.0	1428.051282051282	190.885050656416
13280.0	948.5128205128206	45.35218310975229
13319.0	1171.8974358974358	108.36240241158485
13358.0	1381.3076923076924	57.66548094230851
13397.0	1357.4615384615386	52.74345262562694
13436.0	1306.7692307692307	49.94817827329142
13475.0	1355.2564102564102	57.196467525853315
13514.0	1419.4615384615386	68.04448017327528
13553.0	1266.923076923077	65.97085603623586
13592.0	1307.4358974358975	63.00040699909209
13631.0	1177.6153846153845	72.9520390393579
13670.0	1041.820512820513	46.05626436413942
13709.0	1000.4615384615385	41.012193308819754
13748.0	1206.1538461538462	199.39935447263238
13787.0	1260.871794871795	100.55334086431071
13826.0	1197.1025641025642	320.12081052835856
13865.0	719.974358974359	46.023962543496026
13904.0	884.2307692307693	87.034328623678
13943.0	1089.5384615384614	55.75886729526751
13982.0	1230.3589743589744	133.411643669759
14021.0	1388.7179487179487	47.853944456021594
14060.0	1391.3076923076924	44.58526835005306
14099.0	1222.948717948718	66.31335867275538
14138.0	1407.0	75.23842444403326
14177.0	1516.7692307692307	55.21612547816535
14216.0	1515.8974358974358	64.70227674034746
14255.0	1544.2051282051282	65.48047272044153
14294.0	1339.2307692307693	37.43781168270589
14333.0	1295.2307692307693	32.929606349894286
14372.0	1363.3846153846155	86.58906782421639
14411.0	1307.4615384615386	38.351277851207264
14450.0	1199.3076923076924	48.692652001860175
14489.0	1404.3846153846155	75.59965404886286
14528.0	1409.6153846153845	62.56955104480731
14567.0	1421.871794871795	51.934623597415644
14606.0	1434.3333333333333	49.92327446525574
14645.0	1238.0	67.2614493161016
14684.0	1215.2307692307693	55.70480806021813
14723.0	1203.1025641025642	46.917275807859426
14762.0	1190.4615384615386	70.79855858303891
14801.0	1162.2307692307693	57.034402573560854
14840.0	1064.974358974359	47.55293945995351
14879.0	946.3589743589744	77.1718030078806
14918.0	841.4358974358975	52.79471613032884
14957.0	728.8974358974359	54.66166331074622
14996.0	835.3333333333334	78.67084951939073
15035.0	973.3076923076923	38.08694506803316
15074.0	801.3846153846154	75.39077682826493
15113.0	599.0	98.80101733100223
15152.0	252.46153846153845	127.89739477308986
15191.0	0.48717948717948717	2.1897195699156993
15213.0	0.0	0.0
