#Position (bp)	insert size
12344.0	285.6666666666667
12383.0	321.8333333333333
12422.0	268.6666666666667
12461.0	0.0
12500.0	277.0
12539.0	275.55555555555554
12578.0	264.5
12617.0	256.54545454545456
12656.0	337.5
12695.0	220.8
12734.0	296.0
12773.0	0.0
12812.0	302.2
12851.0	187.33333333333334
12890.0	339.0
12929.0	311.5
12968.0	321.25
13007.0	155.5
13046.0	243.0
13085.0	305.42857142857144
13124.0	333.6666666666667
13163.0	351.5
13202.0	253.33333333333334
13241.0	90.0
13280.0	257.8
13319.0	222.0
13358.0	233.33333333333334
13397.0	332.44444444444446
13436.0	393.0
13475.0	242.0
13514.0	322.3333333333333
13553.0	441.0
13592.0	211.2
13631.0	275.1666666666667
13670.0	325.5
13709.0	324.54545454545456
13748.0	334.2
13787.0	359.7142857142857
13826.0	70.0
13865.0	264.0
13904.0	322.0
13943.0	309.5
13982.0	338.0
14021.0	262.5
14060.0	356.25
14099.0	220.0
14138.0	378.8181818181818
14177.0	211.33333333333334
14216.0	293.4
14255.0	451.0
14294.0	364.25
14333.0	259.3
14372.0	293.5
14411.0	266.6666666666667
14450.0	252.4
14489.0	303.8888888888889
14528.0	316.5
14567.0	201.0
14606.0	242.0
14645.0	353.1666666666667
14684.0	341.25
14723.0	380.0
14762.0	228.0
14801.0	244.2
14840.0	270.0
14879.0	205.4
14918.0	156.83333333333334
14957.0	138.33333333333334
14996.0	170.0
15035.0	0.0
15074.0	0.0
15113.0	63.0
15152.0	0.0
15191.0	0.0
15213.0	0.0
