#Position (bp)	mapping quality
12656.0	60.0
12695.0	60.0
12734.0	60.0
12773.0	60.0
12812.0	60.0
12851.0	60.0
12890.0	60.0
12929.0	60.0
12968.0	59.924731182795696
13007.0	59.94110429447853
13046.0	60.0
13085.0	60.0
13124.0	60.0
13163.0	60.0
13202.0	60.0
13241.0	60.0
13280.0	60.0
13319.0	60.0
13358.0	60.0
13397.0	60.0
13436.0	60.0
13475.0	60.0
13514.0	60.0
13553.0	60.0
13592.0	60.0
13631.0	60.0
13670.0	60.0
13709.0	60.0
13748.0	60.0
13787.0	60.0
13826.0	60.0
13865.0	60.0
13904.0	60.0
13943.0	60.0
13982.0	60.0
14021.0	60.0
14060.0	60.0
14099.0	60.0
14138.0	60.0
14177.0	60.0
14216.0	60.0
14255.0	60.0
14294.0	60.0
14333.0	60.0
14372.0	60.0
14411.0	60.0
14450.0	60.0
14489.0	60.0
14528.0	60.0
14567.0	60.0
14606.0	60.0
14645.0	60.0
14684.0	60.0
14723.0	60.0
14762.0	60.0
14801.0	60.0
14840.0	60.0
14879.0	60.0
14918.0	60.0
14957.0	60.0
14996.0	60.0
15035.0	60.0
15074.0	60.0
15113.0	60.0
15152.0	60.0
15191.0	60.0
15213.0	0.0
