#Position (bp)	Coverage	Std
7859.0	68.58974358974359	123.0260551932405
7898.0	10.025641025641026	3.5191782257531923
7937.0	10.871794871794872	4.7501686879628355
7976.0	13.307692307692308	3.080126537527229
8015.0	14.692307692307692	4.48072796283406
8054.0	15.0	2.038098661460274
8093.0	10.35897435897436	3.0042704647952423
8132.0	14.153846153846153	3.289454790768953
8171.0	16.0	0.905821627315675
8210.0	15.538461538461538	4.085622069196768
8249.0	99.43589743589743	182.50444321953313
8288.0	965.974358974359	142.14158705048553
8327.0	76.64102564102564	137.89916420043846
8366.0	25.128205128205128	2.6262969933798255
8405.0	23.41025641025641	4.877998748961691
8444.0	15.102564102564102	3.59486813709167
8483.0	8.435897435897436	2.73158167762534
8522.0	6.538461538461538	2.7315816776253388
8561.0	7.82051282051282	2.9308264345988815
8600.0	25.076923076923077	26.185237571323785
8639.0	66.92307692307692	18.971638751649188
8678.0	8.948717948717949	4.51777117727939
8717.0	12.41025641025641	3.5877283720754085
8756.0	18.641025641025642	5.051021729592984
8795.0	20.76923076923077	5.63414498780336
8834.0	32.666666666666664	19.540884162344184
8873.0	5711.333333333333	1641.3270037787522
8912.0	791.6923076923077	1807.5020658214248
8951.0	16.794871794871796	4.885877083164789
8990.0	13.41025641025641	4.6739869326040955
9029.0	16.94871794871795	6.512315748660872
9068.0	12.102564102564102	2.1955666285751425
9107.0	13.179487179487179	2.7315816776253374
9146.0	18.666666666666668	8.754486029517988
9185.0	24.153846153846153	2.9439202887759426
9224.0	23.76923076923077	6.139406135149208
9263.0	22.58974358974359	5.540063870778724
9302.0	13.461538461538462	4.59096101888516
9341.0	14.564102564102564	4.175631381707134
9380.0	14.282051282051283	2.8599802760661097
9419.0	13.0	0.0
9458.0	11.820512820512821	4.557327151876501
9497.0	4.3076923076923075	3.8162943497721145
9536.0	0.5384615384615384	0.7337993857053428
9575.0	13.23076923076923	4.22750456792123
9614.0	10.128205128205128	2.52677964702413
9653.0	7.0256410256410255	0.6201736729460441
9692.0	5.3076923076923075	1.8536173919925962
9731.0	4.512820512820513	2.0568833780186058
9770.0	8.743589743589743	4.63819151316766
9809.0	9.76923076923077	3.8230072737812852
9848.0	10.871794871794872	4.557327151876501
9887.0	46.205128205128204	52.85393515660364
9926.0	95.61538461538461	60.364278790077115
9965.0	12.23076923076923	2.401922307076308
10004.0	12.256410256410257	2.71746488194703
10043.0	13.666666666666666	4.27275207055245
10082.0	18.71794871794872	7.257180352359081
10121.0	17.0	3.0212919634165014
10160.0	18.58974358974359	5.795665931516722
10199.0	19.897435897435898	5.989306710446115
10238.0	17.564102564102566	4.495011479977357
10277.0	9.846153846153847	4.801175069843013
10316.0	6.6923076923076925	3.206563781067092
10355.0	9.23076923076923	2.841992800294026
10394.0	8.102564102564102	3.9742762605123207
10433.0	9.153846153846153	3.411894728889746
10472.0	13.794871794871796	4.790482016323405
10511.0	11.0	0.8164965809277289
10550.0	10.307692307692308	2.581988897471612
10589.0	387.3333333333333	263.29076254404686
10628.0	9.538461538461538	3.254188622336387
10667.0	9.0	0.0
10706.0	6.769230769230769	3.515533296524776
10745.0	0.358974358974359	0.5991446895152781
10784.0	0.0	0.0
10823.0	0.0	0.0
10862.0	0.0	0.0
10901.0	0.0	0.0
10938.0	0.0	0.0
10957.5	0.0	0.0
10979.0	81.71794871794872	193.00471629683176
11018.0	1197.3076923076924	217.90647252716187
11057.0	1775.2820512820513	75.56980132165884
11096.0	2170.74358974359	259.07874260887365
11135.0	2759.4358974358975	134.16541646176557
11174.0	2864.2051282051284	103.9323004504519
11213.0	3168.769230769231	202.006537086407
11252.0	3945.897435897436	251.56836252923765
11291.0	4378.5641025641025	131.6773445848751
11330.0	4395.666666666667	93.40386529091752
11369.0	4356.205128205128	153.92439036330836
11408.0	3876.25641025641	266.2537829272592
11447.0	3666.3846153846152	258.5532727926569
11486.0	3581.102564102564	245.63930195851404
11525.0	4495.923076923077	171.14351452539444
11564.0	4629.7692307692305	153.7268640086958
11603.0	3795.871794871795	859.455328413561
11642.0	3181.3076923076924	325.9247592895453
11681.0	3187.641025641026	75.86458921945068
11720.0	3766.1794871794873	194.18752501588267
11759.0	4192.538461538462	160.54929748546414
11798.0	4349.794871794872	356.9904473332304
11837.0	4217.051282051282	234.57676016659457
11876.0	4334.897435897436	139.2151995827754
11915.0	4599.384615384615	185.66367442232743
11954.0	4265.7692307692305	180.93213063863476
11993.0	4386.128205128205	238.68867181180565
12032.0	4030.5897435897436	115.66917901653001
12071.0	4079.5128205128203	242.95557259797525
12110.0	3827.230769230769	139.74418019164875
12149.0	3553.769230769231	95.93774690939928
12188.0	3737.846153846154	200.91904224951395
12227.0	3949.897435897436	207.18064705184227
12266.0	4663.692307692308	168.09772798538316
12305.0	4587.871794871795	108.57007662546852
12344.0	4109.538461538462	210.2250930397894
12383.0	3700.051282051282	144.00391732563395
12422.0	3616.153846153846	119.9646315399337
12461.0	2912.974358974359	668.064828728931
12500.0	3455.102564102564	134.97046210569917
12539.0	3890.3333333333335	226.24685859839454
12578.0	4002.025641025641	166.72347749707598
12617.0	4463.48717948718	232.86416201020742
12656.0	4113.589743589743	173.62832393303785
12695.0	4665.025641025641	260.93471037200845
12734.0	4310.846153846154	200.85828656555833
12773.0	3217.0	432.4062963558763
12812.0	2771.4871794871797	148.737248968673
12851.0	3097.102564102564	863.936399605956
12890.0	4250.51282051282	984.0750179867599
12929.0	4169.948717948718	123.65066590798428
12968.0	4800.384615384615	414.3614488057641
13007.0	2613.897435897436	732.2296823349269
13046.0	2537.948717948718	103.48504165411535
13085.0	2859.8205128205127	127.96704303282156
13124.0	3462.025641025641	170.094543845927
13163.0	3652.4871794871797	128.5484045318806
13202.0	3762.846153846154	238.38602609192083
13241.0	4227.102564102564	547.7805568487621
13280.0	2928.641025641026	98.98950993374973
13319.0	3651.025641025641	342.2846318939399
13358.0	4352.794871794872	184.97581269466545
13397.0	4393.410256410257	145.17663865187134
13436.0	4202.076923076923	80.24609583921197
13475.0	4358.128205128205	202.6848001334289
13514.0	4570.25641025641	267.44393133936694
13553.0	3938.051282051282	127.90090314631064
13592.0	4100.0	171.42539679600543
13631.0	3629.3333333333335	224.93127155439296
13670.0	3075.7179487179487	82.58701704636121
13709.0	2973.5128205128203	106.53986854574194
13748.0	3770.6923076923076	673.7179467662057
13787.0	3907.948717948718	269.56213307833866
13826.0	3576.5384615384614	993.2136005966975
13865.0	2044.179487179487	64.02843919416591
13904.0	2524.897435897436	234.3910276571055
13943.0	3236.74358974359	175.61379538124544
13982.0	3799.0	425.3378747446646
14021.0	4300.282051282052	70.31722989788531
14060.0	4363.666666666667	120.33617441067305
14099.0	3702.6153846153848	165.5766148482809
14138.0	4082.846153846154	224.19857269840057
14177.0	4322.794871794872	111.39189308990187
14216.0	4261.461538461538	112.86672421885956
14255.0	4427.4358974358975	133.55926371119327
14294.0	3973.4102564102564	105.70568720599672
14333.0	3899.871794871795	101.18490310013665
14372.0	3977.25641025641	195.4474157099347
14411.0	3679.4871794871797	99.02123574368248
14450.0	3267.74358974359	153.35730024508769
14489.0	4003.025641025641	273.74000391537584
14528.0	4345.51282051282	185.8829242788592
14567.0	4527.666666666667	82.0631401687745
14606.0	4705.333333333333	217.8817016122189
14645.0	4333.7692307692305	176.69022581183145
14684.0	4251.666666666667	208.7707612891037
14723.0	4294.461538461538	181.45805477030805
14762.0	4270.74358974359	228.47841170531635
14801.0	4151.025641025641	248.78860349856882
14840.0	3623.102564102564	74.49419182314848
14879.0	3220.846153846154	208.2334119351503
14918.0	2911.641025641026	174.1624646775648
14957.0	2443.846153846154	144.4836074456649
14996.0	2953.7179487179487	348.5271206752123
15035.0	3617.6153846153848	142.83296681878463
15074.0	2963.974358974359	265.9801419231067
15113.0	2301.846153846154	269.8189801538839
15152.0	1081.7692307692307	507.9998990510702
15191.0	2.3846153846153846	9.898199784524405
15213.0	0.0	0.0
