#Position (bp)	insert size
3569.0	430.10406564714657
3608.0	429.6634472511144
3647.0	432.041958041958
3686.0	453.8558234992304
3725.0	462.13651315789474
3764.0	450.71384615384613
3803.0	467.7051422319475
3842.0	466.3109243697479
3881.0	471.00749625187404
3920.0	456.5501066098081
3959.0	474.4397241719
3998.0	448.4960505529226
4037.0	439.6504723346829
4076.0	448.4356846473029
4115.0	443.94288913773795
4154.0	429.6199543031226
4193.0	438.9344262295082
4232.0	436.3483290488432
4271.0	434.27142857142854
4310.0	442.476165531692
4349.0	435.1569400630915
4388.0	424.223823246878
4427.0	419.4534005037783
4466.0	410.9145728643216
4505.0	409.96746683512316
4544.0	391.9085123309467
4583.0	379.4750684931507
4622.0	362.30593607305934
4661.0	355.1943887775551
4700.0	327.24598930481284
4739.0	324.9086672879776
4778.0	291.33574007220216
4817.0	272.6043165467626
4856.0	238.9476510067114
4895.0	203.95909090909092
4934.0	178.3022113022113
4973.0	146.6822429906542
5012.0	117.8114478114478
5051.0	86.60714285714286
5090.0	49.728813559322035
5124.5	30.0
5144.0	349.75062552126775
5168.0	424.3515625
5207.0	429.0426356589147
5246.0	451.9059829059829
5285.0	509.1085271317829
5324.0	543.2126348228043
5363.0	514.8164924506387
5402.0	486.64897959183673
5441.0	518.3717948717949
5480.0	491.3030009680542
5519.0	504.0861111111111
5558.0	496.1400198609732
5597.0	502.7065868263473
5636.0	486.3975903614458
5675.0	491.40167364016736
5714.0	477.9311688311688
5753.0	479.6927374301676
5792.0	478.0794551645857
5831.0	452.3247311827957
5870.0	438.98228663446054
5909.0	426.2641509433962
5948.0	439.6283482142857
5987.0	420.375
6026.0	426.5450450450451
6065.0	429.7206266318538
6104.0	446.38235294117646
6143.0	458.57575757575756
6182.0	450.27914110429447
6221.0	449.9779005524862
6260.0	462.92974910394264
6299.0	471.3888888888889
6338.0	465.78119349005425
6377.0	463.88448275862066
6416.0	474.1597374179431
6455.0	462.4908675799087
6494.0	447.46590909090907
6533.0	462.4794816414687
6572.0	474.05942275042446
6611.0	464.4811229428848
6650.0	457.1963788300836
6689.0	449.3053097345133
6728.0	453.24333333333334
6767.0	441.6363636363636
6806.0	436.5603112840467
6845.0	447.4640522875817
6884.0	437.7648401826484
6923.0	419.84567901234567
6962.0	415.5422885572139
7001.0	411.8747252747253
7040.0	403.8933933933934
7079.0	386.58204334365325
7118.0	376.0501792114695
7157.0	353.0994854202401
7196.0	328.34302325581393
7235.0	292.0892857142857
7274.0	257.51428571428573
7313.0	199.87037037037038
7352.0	185.9189189189189
7391.0	161.90804597701148
7430.0	121.14516129032258
7469.0	83.23333333333333
7508.0	53.05882352941177
7542.0	0.0
7561.5	0.0
7586.0	0.0
7625.0	0.0
7664.0	0.0
7703.0	468.5
7742.0	57.0
7781.0	684.0
7820.0	494.1098901098901
7859.0	652.25
7898.0	491.2
7937.0	416.1666666666667
7976.0	0.0
8015.0	373.3333333333333
8054.0	249.0
8093.0	592.0
8132.0	286.0
8171.0	0.0
8210.0	0.0
8249.0	254.33333333333334
8288.0	478.25
8327.0	529.0
8366.0	530.0
8405.0	0.0
8444.0	827.5
8483.0	276.0
8522.0	0.0
8561.0	706.0
8600.0	0.0
8639.0	0.0
8678.0	0.0
8717.0	442.1666666666667
8756.0	447.25
8795.0	483.0
8834.0	390.2857142857143
8873.0	66.16666666666667
8912.0	546.3333333333334
8951.0	288.0
8990.0	416.8333333333333
9029.0	444.0
9068.0	20.0
9107.0	295.0
9146.0	412.0
9185.0	416.0
9224.0	418.25
9263.0	0.0
9302.0	310.0
9341.0	446.5
9380.0	368.0
9419.0	0.0
9458.0	548.0
9497.0	425.0
9536.0	0.0
9575.0	434.0
9614.0	428.0
9653.0	0.0
9692.0	561.0
9731.0	385.0
9770.0	581.0
9809.0	489.0
9848.0	304.3333333333333
9887.0	336.0
9926.0	386.5
9965.0	0.0
10004.0	409.5
10043.0	484.0
10082.0	517.1666666666666
10121.0	387.0
10160.0	565.0
10199.0	0.0
10238.0	150.0
10277.0	350.0
10316.0	0.0
10355.0	301.5
10394.0	364.0
10433.0	0.0
10472.0	0.0
10511.0	0.0
10550.0	138.0
10589.0	26.070422535211268
10628.0	0.0
10667.0	0.0
10706.0	0.0
10745.0	0.0
10784.0	0.0
10823.0	0.0
10862.0	0.0
10901.0	0.0
10938.0	0.0
10957.5	0.0
10979.0	425.40143884892086
11018.0	424.4820239680426
11057.0	444.9831223628692
11096.0	439.955737704918
11135.0	474.2802734375
11174.0	471.17223198594024
11213.0	446.8910505836576
11252.0	449.8701504354711
11291.0	441.2712665406427
11330.0	429.4048442906574
11369.0	432.26252983293557
11408.0	439.46840148698885
11447.0	426.0
11486.0	430.3942133815552
11525.0	434.3454038997215
11564.0	418.578
11603.0	411.32456140350877
11642.0	453.3461950696677
11681.0	465.45019920318725
11720.0	455.4402730375427
11759.0	470.48936170212767
11798.0	496.9112801013942
11837.0	493.8597430406852
11876.0	502.9071566731141
11915.0	504.0508982035928
11954.0	487.5290780141844
11993.0	478.5687830687831
12032.0	480.8789808917197
12071.0	495.4253521126761
12110.0	468.1011904761905
12149.0	471.92241379310343
12188.0	471.6225839267548
12227.0	468.06296296296296
12266.0	442.98591549295776
12305.0	452.8150684931507
12344.0	449.3353783231084
12383.0	452.6512301013025
12422.0	438.4871794871795
12461.0	330.9375
12500.0	461.56
12539.0	454.36146095717885
12578.0	457.39171374764595
12617.0	468.98933552091876
12656.0	456.032
12695.0	464.43362831858406
12734.0	463.4208
12773.0	426.5730337078652
12812.0	494.58516707416464
12851.0	451.2276923076923
12890.0	466.48464163822524
12929.0	478.6808510638298
12968.0	470.6381578947368
13007.0	472.053125
13046.0	440.9719101123595
13085.0	460.84072022160666
13124.0	452.36556603773585
13163.0	451.91818181818184
13202.0	441.3693693693694
13241.0	409.63380281690144
13280.0	434.4300699300699
13319.0	447.2413793103448
13358.0	449.7900466562986
13397.0	462.9270588235294
13436.0	452.7547770700637
13475.0	457.2564516129032
13514.0	472.487922705314
13553.0	461.59128065395095
13592.0	456.5850144092219
13631.0	462.2982308340354
13670.0	456.9872340425532
13709.0	472.5564074479737
13748.0	462.0742753623188
13787.0	472.7546012269939
13826.0	464.7118644067797
13865.0	483.288961038961
13904.0	499.3344155844156
13943.0	490.64859437751005
13982.0	505.67295597484275
14021.0	501.1968325791855
14060.0	516.6792452830189
14099.0	511.1271186440678
14138.0	505.82526661197704
14177.0	488.5972461273666
14216.0	475.80182232346243
14255.0	465.8549848942598
14294.0	456.1775568181818
14333.0	456.03389830508473
14372.0	436.776886035313
14411.0	422.9801136363636
14450.0	411.32323232323233
14489.0	411.0661322645291
14528.0	407.9277777777778
14567.0	393.1741573033708
14606.0	404.2421686746988
14645.0	400.4273504273504
14684.0	388.33012048192774
14723.0	356.8201754385965
14762.0	338.52941176470586
14801.0	307.6454767726161
14840.0	273.08
14879.0	240.20675105485233
14918.0	210.50191570881225
14957.0	171.8548387096774
14996.0	146.0222222222222
15035.0	104.95238095238095
15074.0	89.33333333333333
15113.0	56.5625
15152.0	27.0
15191.0	0.0
15213.0	0.0
